% Model,TE and H2_array.mph
% Version,COMSOL 5.6.0.280
% Date,"Dec 2 2022, 14:38"
% Dimension,3
% Nodes,20933
% Expressions,2
% Description,"Temperature, Temperature"
% Length unit,mm
% x,y,z,T (K),T2 (K)
1.0173930524185493,1.6500000000000001,-1.7,311.234064998987,293.14023029410424
2.3531007289134904,2.2486880516231618,-2,311.2904824761446,293.1402303161637
1.466768341519052,2.1697933052309795,-2,311.290895897754,293.1402302805101
2.7,1.6500000000000001,-1.7000000000000002,311.2395235371609,293.14023032525665
3,2.2500000000000018,-1.7,311.28457168452206,293.1402303251952
3.0000000000000004,2.2500000000000004,-2.0000000000000004,311.32728718792947,293.1402303250616
2.7,2.250000000000001,-1.7000000000000004,311.2380052225829,293.14023032832284
1.9826069475814505,1.6499999999999997,-1.7,311.23126753075337,293.1402302937368
2.2973784389780434,2.999999999999999,-1.7,311.24814689298313,293.1402303123168
2.0568959312571944,3,-2,311.2996933876675,293.1402302999002
2.999999999999999,2.999999999999999,-2,311.317335711324,293.14023032207456
0.30000000000000004,2.85,-1.7000000000000002,311.24881247212363,293.14023032488416
0,2.999999999999999,-1.7,311.277239988963,293.14023032307205
0.7026215610219364,2.999999999999999,-1.6999999999999995,311.2548801571453,293.14023031370397
0,2.999999999999999,-2,311.3217829413868,293.1402303228552
0.943104068742806,2.999999999999999,-2,311.30165749022814,293.1402303005169
0.8585767593191576,2.4421683749833463,-1.7000000000000002,311.2325640174085,293.1402303063141
1.0173930524185488,2.8500000000000005,-1.7,311.23700059414136,293.1402302940614
1.4999999999999876,2.9999999999999987,-1.6999999999999997,311.252897522114,293.14023027799936
1.4580875741647354,2.319802701116453,-1.7000000000000002,311.2338597716423,293.1402302744998
2.7,2.85,-1.7000000000000002,311.2452514201445,293.14023032482
2.999999999999999,2.999999999999999,-1.7,311.2823269699742,293.1402303226762
1.9826069475814505,2.85,-1.7000000000000004,311.2371907612346,293.14023029373993
2.210481845851932,2.24898331675635,-1.7000000000000006,311.22811356891384,293.14023031245387
2.2,1.6500000000000001,0,299.9256027541556,293.141935524274
1.7000000000000002,1.6500000000000001,0,299.9363251931291,293.1419355246081
2.7,1.6500000000000001,0,299.8891392442143,293.14193552431135
1.3000000000000003,1.6500000000000001,0,299.98112247540905,293.1419355245876
0.7999999999999998,1.6499999999999997,0,299.9983998399432,293.14193552428554
0.30000000000000004,1.6500000000000001,0,299.9865298251862,293.1419355243739
0,2.2499999999999996,0,299.96028399611635,293.1419355241977
0.3,2.2499999999999996,0,300.00950872996094,293.1419355241456
0.30000000000000004,2.85,0,299.99885798496746,293.14193552436706
0,2.2500000000000004,0.3,299.93480523563414,293.14193552421364
0,2.999999999999999,0,299.9862229952519,293.14193552452963
0.8,2.85,0,300.0103600416401,293.1419355242696
0.7673323324105006,2.999999999999999,0,300.0063757084449,293.1419355245261
0.7596817251380714,3,0.30000000000000004,299.958574905716,293.14193552453463
1.3000000000000003,2.85,0,299.9921076198579,293.14193552466645
1.5000000000000147,2.999999999999999,0,299.9634440934374,293.14193552475945
1.7000000000000002,2.85,0,299.9457403953456,293.1419355246262
1.4999999999999993,2.999999999999999,0.3,299.92440330537033,293.14193552472176
2.2326676675895163,2.999999999999999,0,299.9230969189843,293.1419355245121
1.3000000000000003,2.250000000000001,0,300.00115929355877,293.1419355244416
1.7000000000000004,2.250000000000001,0,299.9518149319784,293.1419355244398
0.816172118620785,2.297229516161622,0.3,299.9558850404873,293.14193552413246
0.9091807495736642,2.107285368129449,0,300.006212368744,293.14193552400224
1.301607210904831,2.0382028554443963,0.3,299.9357678421601,293.1419355243698
1.856477492571599,2.0846550393012033,0.3,299.8932268706212,293.1419355242916
2.3091807495736645,2.1072853681294497,0,299.92746416276987,293.1419355238896
2.2,2.8499999999999996,0,299.9357737700803,293.1419355242715
2.7,2.250000000000001,0,299.9079365367688,293.14193552414685
2.430941922600002,2.004627941812761,0.3,299.86006553954127,293.141935524105
2.2403182748619153,2.999999999999999,0.3,299.88201276892215,293.1419355245214
2.7,2.85,0,299.89367768160315,293.1419355244297
2.999999999999999,2.999999999999999,0,299.83891804122317,293.14193552455123
3.0000000000000004,2.2500000000000004,0.3000000000000001,299.73952947261336,293.14193552422023
3,2.2499999999999956,0,299.7984942759646,293.1419355241977
0,2.999999999999999,0.3,299.9406938157436,293.14193552449274
2.999999999999999,2.999999999999999,0.3,299.7312090892472,293.141935524502
0.6400406718119362,3.475757109157165,-2,311.3068325987487,293.1402303154045
1.0173930524185486,3.1499999999999995,-1.7,311.2467291703589,293.14023029428256
0.3,3.7499999999999996,-1.7,311.25143852762193,293.1402303293708
0.3,3.1499999999999995,-1.7,311.254590863327,293.1402303241234
0,3.7499999999999987,-1.9999999999999991,311.3303877726657,293.14023032451786
0,3.7499999999999987,-1.7000000000000002,311.302722356565,293.14023032502456
1.4667683415190542,3.6697933052309777,-2,311.30376636852986,293.14023027958746
2.3531007289134918,3.748688051623162,-2,311.3040259729694,293.1402303160256
2.6999999999999997,3.1499999999999995,-1.7,311.250918870121,293.14023032456174
2.9999999999999982,3.749999999999996,-1.6999999999999995,311.30182935774593,293.14023032493907
2.999999999999999,3.7499999999999996,-2,311.3386234091301,293.14023032474046
1.98260694758145,3.149999999999999,-1.6999999999999997,311.24230622325484,293.14023029272545
2.7,3.7499999999999996,-1.7,311.2517371015186,293.14023032820575
2.210481845851933,3.7489833167563495,-1.7,311.2418973131478,293.1402303131909
2.6999999999999997,4.35,-1.7,311.2605866171744,293.14023032438797
1.982606947581451,4.35,-1.6999999999999997,311.25195442370847,293.1402302929068
1.4580875741647357,3.8198027011164535,-1.7,311.246862484245,293.14023027341295
0.3,4.35,-1.7,311.2631469915359,293.1402303244086
0,4.500000000000001,-1.7000000000000002,311.2956937779325,293.14023032263214
0,4.500000000000001,-2,311.3353099734018,293.14023032233575
0.7026215610219233,4.500000000000001,-1.6999999999999997,311.27114557655125,293.14023031301764
0.9431040687428051,4.500000000000001,-2,311.3174576461,293.14023029982667
0.8585767593191589,3.9421683749833467,-1.7,311.2467088046303,293.1402303052982
1.0173930524185506,4.349999999999999,-1.6999999999999997,311.2511611750005,293.14023029311073
3,4.500000000000001,-2,311.335756678502,293.14023032177323
3,4.500000000000001,-1.7000000000000002,311.2939394787175,293.1402303223539
2.056895931257194,4.499999999999999,-1.9999999999999996,311.31562607837236,293.1402302993816
2.2973784389780367,4.500000000000001,-1.7000000000000002,311.26444246846035,293.1402303119225
1.4999999999999751,4.500000000000002,-1.7000000000000004,311.2688419778961,293.14023027760146
0.3,3.1499999999999995,0,300.01027407440966,293.1419355248126
0.8000000000000002,3.1500000000000004,0,300.0240624589881,293.1419355247829
0.3,3.7499999999999996,0,300.0356357869176,293.14193552473847
1.3000000000000003,3.1499999999999995,0,300.00623769432025,293.1419355250419
0.9091807495736642,3.6072853681294488,0,300.0330317193623,293.141935524599
1.7,3.1499999999999995,0,299.96019777505165,293.14193552507265
2.2,3.1499999999999995,0,299.9491362904524,293.1419355247942
2.7,3.1499999999999995,0,299.9114225100862,293.1419355247735
1.8664838087580797,3.6864108132031577,0.3,299.9216087558235,293.14193552482595
1.7,3.7499999999999996,0,299.9790196118541,293.14193552505463
2.309180749573664,3.6072853681294488,0,299.9547683316983,293.14193552449154
2.2,4.35,0,299.96595926091766,293.14193552487643
1.7,4.35,0,299.97568332522843,293.1419355252133
2.4442645479348215,3.504479795413986,0.3,299.8872900645651,293.14193552462126
2.7,3.7499999999999996,0,299.9367631825728,293.1419355247446
1.3,3.75,0,300.0291093728433,293.1419355250498
1.3678925591304614,3.6215807203280783,0.3,299.96122364396285,293.14193552491264
1.3000000000000003,4.35,0,300.0202368688971,293.14193552526433
0.9207829556895728,3.894292459117426,0.3,299.9831435406689,293.14193552478
0.8,4.35,0,300.0386661199864,293.1419355248915
0,3.749999999999999,0,299.98784828160467,293.14193552473523
0,3.7500000000000018,0.30000000000000004,299.96316343393283,293.14193552474046
0.3,4.35,0,300.02744970439005,293.14193552495465
0,4.500000000000001,0,300.0153119782845,293.14193552499256
2.2326676675895123,4.500000000000001,0,299.95570512592434,293.14193552498733
2.2403182748619277,4.499999999999999,0.3,299.9149428422334,293.14193552499006
2.7,4.35,0,299.9241571323903,293.14193552500325
3,4.500000000000001,0,299.873048398805,293.14193552499677
1.4999999999999976,4.499999999999999,0,299.99465396720643,293.14193552523176
1.4999999999999813,4.500000000000001,0.3,299.95598909492907,293.14193552518384
0.767332332410489,4.500000000000001,0,300.03652933606094,293.1419355250005
2.999999999999999,3.7499999999999996,0.29999999999999993,299.77494077969595,293.14193552472943
2.999999999999999,3.750000000000001,0,299.8450985111954,293.14193552471573
3,4.500000000000001,0.30000000000000004,299.777729262219,293.14193552494356
0.7596817251380656,4.500000000000002,0.3000000000000001,299.98906849318865,293.1419355250063
0,4.500000000000001,0.30000000000000004,299.96848050598993,293.1419355249545
0.6400406718119361,4.975757109157165,-2,311.3244617963493,293.14023031504814
0.30000000000000004,4.65,-1.7000000000000002,311.2732155931205,293.14023032374274
0.30000000000000004,5.249999999999999,-1.7000000000000002,311.2688942213876,293.1402303288755
0,5.25,-2,311.34951991829354,293.1402303241135
0,5.249999999999997,-1.7000000000000002,311.3158394609918,293.1402303247214
0.30000000000000004,5.8500000000000005,-1.7000000000000002,311.28405657405744,293.1402303238651
0,6,-1.7000000000000002,311.3171615522846,293.14023032236173
0,6,-2,311.3571295465161,293.1402303220859
0.702621561021958,6,-1.7000000000000002,311.29276875949614,293.140230312984
1.0173930524185493,4.65,-1.7,311.264094784453,293.1402302938676
0.8585767593191553,5.442168374983346,-1.7000000000000002,311.2653417324473,293.140230305014
2.353100728913489,5.248688051623162,-2,311.32292897983274,293.14023031573663
1.466768341519053,5.169793305230978,-2,311.3223130409596,293.14023027923935
0.9431040687428072,6.000000000000001,-2.0000000000000004,311.3398135148112,293.1402302996231
2.2973784389780594,6,-1.7000000000000002,311.28565473032944,293.14023031165124
2.056895931257195,6,-2,311.33597410059343,293.14023029891223
3,6,-2,311.3558220633444,293.1402303216117
2.7,4.65,-1.7000000000000002,311.26810855339824,293.1402303242539
3,5.25,-2,311.3597760715072,293.14023032447903
3,5.250000000000002,-1.7000000000000002,311.3169556112386,293.1402303246969
1.9826069475814505,4.6499999999999995,-1.7,311.25985470175505,293.14023029235625
2.7,5.250000000000001,-1.7000000000000002,311.27049982910006,293.1402303279153
1.0173930524185482,5.8500000000000005,-1.7000000000000002,311.2709601465477,293.14023029289825
1.5000000000000098,5.999999999999998,-1.7,311.2901605581819,293.14023027704076
2.210481845851933,5.248983316756351,-1.7,311.2608161536445,293.1402303129111
1.4580875741647354,5.319802701116452,-1.7000000000000002,311.2656845345743,293.1402302731005
2.7,5.8500000000000005,-1.7000000000000002,311.2806333970124,293.14023032423626
3,6,-1.7000000000000002,311.32049008203234,293.1402303222095
1.9826069475814496,5.8500000000000005,-1.7000000000000002,311.2719803197962,293.14023029298954
1.7026841997936608,5.631415495350504,0.1202280235393792,299.9989310590309,293.1419355252889
1.7000000000000002,5.8500000000000005,0,300.0112745315488,293.14193552545964
1.3000000000000003,5.25,0,300.0636948158461,293.1419355253479
1.3000000000000003,5.8500000000000005,0,300.0576433495768,293.14193552549943
1.7000000000000004,5.250000000000001,0,300.01483658743746,293.14193552534977
2.2,5.8500000000000005,0,300.0029958950703,293.14193552512137
2.7,4.65,0,299.94649109690323,293.1419355251313
2.2,4.65,0,299.9837194605929,293.1419355251397
1.7000000000000002,4.65,0,299.99399881940406,293.1419355254346
1.3000000000000003,4.65,0,300.03883253856696,293.1419355254056
1.3678925591304654,5.121580720328087,0.30000000000000004,299.99467958441903,293.1419355252253
0.9091807495736645,5.107285368129449,0,300.06678592816166,293.1419355249099
1.8664838087580766,5.186410813203157,0.30000000000000004,299.9554518876679,293.1419355251311
2.309180749573665,5.1072853681294506,0,299.9900796668043,293.14193552479907
2.444264547934822,5.004479795413983,0.30000000000000004,299.9230454775557,293.1419355249453
2.7,5.25,0,299.97219492758,293.14193552503815
0.7999999999999998,4.6499999999999995,0,300.0564014315513,293.14193552513336
0.3,5.249999999999999,0,300.06923913808276,293.1419355250356
0.30000000000000004,4.65,0,300.04177540507635,293.1419355251794
0.30000000000000004,5.8500000000000005,0,300.06367515443355,293.1419355251872
0.7673323324104866,6,0,300.076086536673,293.14193552514337
0,6,0,300.0557981237859,293.14193552513683
0.7596817251380777,6,0.30000000000000004,300.0287957607027,293.14193552515167
0.8,5.8500000000000005,0,300.07483310975067,293.14193552514143
0.9207829556895775,5.394292459117429,0.30000000000000004,300.0175618063277,293.14193552505947
0,5.25,0,300.0236825085428,293.1419355250245
0,5.25,0.30000000000000004,299.9933349906296,293.14193552503826
0,6,0.30000000000000004,300.0123966120697,293.14193552510096
1.4999999999999998,5.999999999999999,0.3,299.9972828274834,293.1419355253283
1.4999999999999925,6,0,300.03462141878225,293.14193552537466
2.232667667589509,6,0,299.9944685981132,293.1419355251366
2.240318274861928,5.999999999999999,0.3,299.95452400613425,293.141935525141
2.7,5.8500000000000005,0,299.96128639748866,293.14193552523443
3,6,0,299.9114204476828,293.1419355251382
3,5.25,0.30000000000000004,299.80705315645844,293.1419355250165
2.9999999999999996,5.25,0,299.8783250639555,293.1419355250057
3,6,0.30000000000000004,299.8155528085071,293.14193552508715
0,6.749999999999999,-1.7000000000000002,311.3360505539899,293.1402303247967
0,6.75,-2.0000000000000004,311.37514041830417,293.14023032410546
0.30000000000000004,6.1499999999999995,-1.7000000000000002,311.2947630711097,293.1402303236287
0.6400406718119348,6.475757109157165,-2.0000000000000004,311.348522555715,293.1402303149394
0.30000000000000004,6.75,-1.7000000000000002,311.29377670713103,293.1402303289677
1.017393052418548,6.15,-1.7000000000000002,311.2869545448785,293.14023029377233
2.3531007289134935,6.748688051623162,-2.0000000000000004,311.34724451945743,293.140230315769
1.4667683415190487,6.669793305230982,-2.0000000000000004,311.34609325986537,293.1402302792311
2.297378438978052,7.499999999999998,-1.7000000000000002,311.3122160463094,293.1402303122149
2.056895931257194,7.4999999999999964,-1.9999999999999996,311.3631145316671,293.1402302996283
3,7.499999999999998,-2,311.3817695177202,293.1402303217494
0.7026215610219536,7.499999999999998,-1.7000000000000002,311.31785208544494,293.14023031286104
0.30000000000000004,7.3500000000000005,-1.7000000000000002,311.3080769404343,293.1402303241244
0,7.499999999999998,-2,311.3806163411356,293.1402303221348
0.943104068742806,7.499999999999998,-1.9999999999999996,311.36396083994435,293.1402302996575
0,7.499999999999998,-1.7000000000000002,311.34710928013766,293.1402303224537
0.8585767593191586,6.942168374983347,-1.7000000000000002,311.2898176903315,293.1402303049419
1.0173930524185504,7.3500000000000005,-1.7,311.2957122198484,293.1402302928058
1.5000000000000029,7.499999999999998,-1.7000000000000002,311.31594061144375,293.1402302773317
1.9826069475814492,6.149999999999999,-1.7,311.2830975523233,293.1402302923163
2.7,6.1499999999999995,-1.7000000000000002,311.29109554295974,293.14023032417475
3,6.750000000000004,-1.7000000000000002,311.3411162097196,293.1402303247151
3,6.75,-2.000000000000001,311.3835198821367,293.14023032449444
2.7,6.750000000000001,-1.7000000000000002,311.29470162891727,293.14023032793693
2.2104818458519304,6.748983316756351,-1.7,311.2849778249344,293.1402303129267
1.4580875741647354,6.819802701116453,-1.7000000000000002,311.28981454217814,293.1402302730683
2.7,7.3500000000000005,-1.7000000000000002,311.3061798448257,293.14023032432385
3,7.499999999999998,-1.7000000000000002,311.3468457493909,293.1402303223523
1.982606947581451,7.35,-1.7000000000000004,311.29720198992766,293.1402302928081
1.7026841997936613,7.131415495350503,0.1202280235393792,300.04363166111904,293.14193552524455
1.7000000000000002,6.750000000000001,0,300.0581922995002,293.14193552534874
1.3000000000000003,6.749999999999999,0,300.1091724601805,293.141935525346
1.7000000000000002,7.3500000000000005,0,300.05606861081475,293.14193552540513
2.2000000000000006,7.3500000000000005,0,300.04714652763596,293.14193552507544
1.3000000000000003,7.3500000000000005,0,300.10472860530587,293.1419355254416
0.8000000000000002,6.149999999999999,0,300.09991599597777,293.14193552517696
0.9091807495736655,6.607285368129446,0,300.1121659133426,293.14193552492
0.30000000000000004,6.750000000000001,0,300.11587931417256,293.1419355250338
0.30000000000000004,6.1499999999999995,0,300.08500499043254,293.141935525238
1.3000000000000003,6.1499999999999995,0,300.0818081217727,293.14193552545987
0,6.749999999999999,0.3,300.0430604008444,293.1419355250396
0,6.749999999999999,0,300.0718235556014,293.14193552502417
0.30000000000000004,7.3500000000000005,0,300.1124951560004,293.1419355251275
0.9207829556895802,6.894292459117423,0.30000000000000004,300.0656928273342,293.14193552504275
0.8000000000000003,7.3500000000000005,0,300.12290403613196,293.14193552509613
1.7000000000000002,6.1499999999999995,0,300.0357016342452,293.1419355254901
2.2,6.1499999999999995,0,300.0252406840141,293.1419355251833
2.7000000000000006,6.1499999999999995,0,299.9872859254643,293.14193552518816
1.499999999999997,7.499999999999999,0,300.08124946799825,293.1419355252342
0.7673323324104786,7.499999999999998,0,300.12796394332554,293.14193552499466
1.4999999999999933,7.499999999999997,0.30000000000000004,300.0440477461843,293.141935525191
2.2326676675895154,7.499999999999998,0,300.03928171775095,293.14193552499864
1.8664838087580833,6.686410813203157,0.30000000000000004,299.99914563288064,293.14193552514007
2.3091807495736654,6.607285368129448,0,300.0328256903891,293.1419355248109
1.3678925591304683,6.6215807203280805,0.30000000000000004,300.03937160922317,293.1419355252411
2.4442645479348246,6.504479795413986,0.30000000000000004,299.96526472697735,293.14193552497505
2.7000000000000006,6.749999999999999,0,300.0151494292148,293.141935525038
2.2403182748619277,7.499999999999997,0.3,299.9992415860423,293.14193552500814
2.7000000000000006,7.3500000000000005,0,300.0057881350668,293.1419355251794
3,7.499999999999998,0,299.9525474717199,293.1419355250084
0.7596817251380807,7.5,0.30000000000000016,300.0805179960499,293.1419355250054
0,7.499999999999998,0,300.1044823879351,293.1419355249961
0,7.499999999999998,0.30000000000000004,300.0660404808872,293.1419355249669
2.999999999999999,6.749999999999997,0,299.91223766181685,293.14193552501655
3,6.75,0.30000000000000004,299.85713250203463,293.1419355250171
3,7.499999999999998,0.30000000000000004,299.8418081305909,293.14193552496494
0.6400406718119367,7.975757109157164,-2,311.37479056936724,293.14023031507264
2.3531007289134913,8.248688051623162,-2,311.3753501901802,293.1402303155995
1.0173930524185517,7.649999999999999,-1.7000000000000002,311.3129964104956,293.1402302938473
1.4667683415190556,8.169793305230977,-2,311.3738303620418,293.1402302794532
0.30000000000000004,7.6499999999999995,-1.7000000000000002,311.3219719497308,293.14023032372546
0,8.25,-2,311.4017012188082,293.1402303241535
0,8.25,-1.7000000000000002,311.3631861028937,293.14023032486256
0.30000000000000004,8.249999999999998,-1.7,311.32011312807657,293.1402303289497
0.30000000000000004,8.850000000000001,-1.7000000000000002,311.337624358714,293.14023032399854
0,9.000000000000004,-1.7000000000000002,311.37669473357016,293.1402303224279
0.7026215610219598,9.000000000000002,-1.7000000000000002,311.3481376966019,293.14023031288946
0,9.000000000000004,-2,311.40979432244785,293.1402303221121
0.8585767593191589,8.442168374983346,-1.7000000000000002,311.3175014066412,293.1402303052266
0.9431040687428058,9.000000000000004,-2.0000000000000004,311.3947511570897,293.1402302996889
2.297378438978071,9.000000000000007,-1.7000000000000004,311.34036650104497,293.14023031187844
2.0568959312571944,9.000000000000005,-2,311.39147843346103,293.1402302991906
3,9.000000000000004,-2,311.41016487462076,293.1402303220155
1.01739305241855,8.850000000000001,-1.7000000000000004,311.324731622799,293.14023029316394
1.5000000000000178,9.000000000000002,-1.6999999999999997,311.3457467671347,293.14023027738585
1.4580875741647388,8.319802701116455,-1.7000000000000002,311.3177413719554,293.14023027311924
3,9.000000000000004,-1.7000000000000002,311.36772961614304,293.14023032269444
3,8.25,-2,311.40946144646927,293.1402303245479
2.7,8.850000000000001,-1.7000000000000002,311.33097023354003,293.1402303255541
3.0000000000000004,8.25,-1.7000000000000002,311.3730494912846,293.14023032467367
2.6999999999999997,8.25,-1.6999999999999997,311.3230870327157,293.1402303277301
1.9826069475814516,8.850000000000001,-1.7000000000000002,311.3265058027493,293.14023029298744
2.2104818458519366,8.248983316756352,-1.7,311.3139735621739,293.14023031225173
1.9826069475814505,7.6499999999999995,-1.7000000000000002,311.31002620924244,293.1402302932184
2.7,7.6499999999999995,-1.7000000000000002,311.31898216094726,293.14023032442117
1.70268419979366,8.63141549535051,0.12022802353937924,300.0930817922612,293.1419355250123
1.6999999999999997,8.25,0,300.10613896598113,293.14193552508556
1.3000000000000003,8.249999999999998,0,300.159244340677,293.14193552507965
1.7000000000000002,8.850000000000001,0,300.10575878957974,293.1419355251738
1.3000000000000003,8.850000000000001,0,300.1554549622429,293.14193552520646
0.8000000000000002,7.65,0,300.1489246318592,293.141935524934
0.30000000000000004,7.6499999999999995,0,300.13543712724794,293.1419355250162
0.32522378417206227,7.783333333333335,0.10000000000000005,300.12384116167425,293.1419355248878
0.3,8.25,0,300.16613896497427,293.1419355247753
0.9091807495736647,8.107285368129446,0,300.1621954775991,293.1419355246516
0,8.250000000000002,0,300.1266268416159,293.1419355247836
1.7000000000000002,7.6499999999999995,0,300.0823531398518,293.1419355252578
1.3000000000000003,7.6499999999999995,0,300.13069053005603,293.1419355252279
