% Model,TE and H2_array.mph,,
% Version,COMSOL 5.6.0.280,,
% Date,"Dec 2 2022, 14:38",,
% Dimension,3,,
% Nodes,20933,,
% Expressions,2,,
% Description,"Temperature, Temperature",,
% Length unit,mm,,
% x,y,z,T (K)
0.75,18.37564533,2.523049715,293.0685716
0.75,18.37564533,2.581617477,293.0647637
1.052410188,21.04660546,2.497589812,293.0688346
1.049814074,21.04660546,2.599814074,293.0670999
0.75,21.58079748,2.493426939,293.0693243
0.450750189,21.04660546,2.500750189,293.0683325
0.447329013,21.04660546,2.602670987,293.0669583
0.75,20.51241343,2.508469099,293.0690752
0.75,20.51241343,2.594034108,293.0663975
1.037652407,19.97822141,2.587652407,293.0655147
1.032444908,18.90983736,2.582444908,293.0651463
0.75,19.44402938,2.585554539,293.0645602
1.061221642,22.11498951,2.611221642,293.0678636
1.062007496,22.11498951,2.487992504,293.0704413
0.440466215,22.11498951,2.490466215,293.0704382
0.75,22.64918153,2.486279983,293.0720278
0.750194495,22.64571937,2.55018705,293.0692306
0.434693393,23.18337356,2.484693393,293.0718001
0.437596708,22.11498951,2.612403292,293.0677409
0.75,22.64918153,2.615278564,293.0676434
0.75,21.58079748,2.606527499,293.0671462
1.065500704,23.18337356,2.484499296,293.0716203
1.064934753,23.18337356,2.614934753,293.0686404
0.436617457,24.25175761,2.486617457,293.0745357
0.438984551,24.25175761,2.611015449,293.0686691
0.75,23.71756558,2.484444142,293.0726996
1.060842646,24.25175761,2.489157354,293.0747007
0.435642742,23.18337356,2.614357258,293.0678245
0.75,23.71756558,2.613539193,293.067943
1.063849314,24.25175761,2.613849314,293.0696
0.75,24.78594963,2.606421188,293.069465
0.75,24.78594963,2.493905996,293.0780522
1.045732045,25.32014166,2.504267955,293.0804055
0.451445621,25.32014166,2.501445621,293.0803516
0.45424836,25.32014166,2.59575164,293.0729699
1.049648505,25.32014166,2.599648505,293.0725869
0.75,25.85433368,2.511962574,293.0843493
0.75,25.85433368,2.590401875,293.074799
1.029177447,26.38852571,2.520822553,293.085147
0.467183833,26.38852571,2.517183833,293.0868965
1.034725896,26.38852571,2.584725896,293.0773608
0.46953166,26.38852571,2.58046834,293.0783672
0.75,26.92271773,2.526646649,293.0888937
0.482542029,27.45690976,2.532542029,293.0910777
0.75,27.99110178,2.543178506,293.0940478
0.75,27.99110178,2.559614554,293.0838072
1.013961818,27.45690976,2.536038182,293.0905543
1.004007707,28.52529381,2.545992293,293.0931401
1.018873977,27.45690976,2.568873977,293.0820201
0.485081184,27.45690976,2.564918816,293.0831202
0.75,26.92271773,2.574746757,293.0794929
0.493940338,28.52529381,2.543940338,293.0931108
1.007890999,28.52529381,2.557890999,293.0853775
0.492414705,28.52529381,2.557585295,293.0855115
0.75,29.05948584,2.545964412,293.0918456
1.010949227,29.59367786,2.560949227,293.0869649
1.010990822,29.59367786,2.539009178,293.0943928
0.75,30.12786989,2.531689261,293.0969045
0.489631873,29.59367786,2.539631873,293.0908679
1.047071284,31.73044596,2.502928716,293.1040459
1.043086171,31.73044596,2.593086171,293.095864
0.75,31.19625394,2.513883129,293.1011194
1.028188283,30.66206191,2.521811717,293.1011269
1.026041083,30.66206191,2.576041083,293.0913016
0.484902878,29.59367786,2.565097122,293.0875847
0.75,29.05948584,2.560380661,293.0847949
0.75,30.12786989,2.570830516,293.0888162
0.457574414,31.73044596,2.507574414,293.1032313
0.473779522,30.66206191,2.523779522,293.0980402
0.468705284,30.66206191,2.581294716,293.0922986
0.75,31.19625394,2.587199933,293.0930182
0.454425278,31.73044596,2.595574722,293.0954531
0.75,32.26463799,2.600019059,293.0979123
1.054715514,32.79883001,2.604715514,293.0999922
0.75,32.26463799,2.499185213,293.1057148
1.055765822,32.79883001,2.494234178,293.1066637
0.75,33.33302204,2.492060855,293.1053352
0.447403078,32.79883001,2.497403078,293.1041761
1.059821411,33.86721406,2.609821411,293.1020166
0.75,33.33302204,2.607777257,293.1005181
1.060389434,33.86721406,2.489610566,293.1080269
0.75,34.40140609,2.488955087,293.1085892
0.750302707,34.40140609,2.550224663,293.1042753
1.062646744,34.93559811,2.487353256,293.1086476
0.441470415,33.86721406,2.491470415,293.1060566
0.445844952,32.79883001,2.604155048,293.0998001
0.75,34.40140609,2.612007061,293.101942
0.440373137,33.86721406,2.609626863,293.1014688
0.438258693,34.93559811,2.488258693,293.1079776
0.750116634,35.46979014,2.550247595,293.1050537
0.75,35.46979014,2.487040955,293.1091207
0.436019137,36.00398216,2.486019137,293.1073793
0.75,36.53817419,2.485601224,293.1089522
0.750079252,36.53817419,2.550243132,293.1057285
1.064078747,36.00398216,2.485921253,293.1089363
1.065804289,37.07236621,2.484195711,293.1091248
1.062665971,34.93559811,2.612665971,293.1035852
1.06429052,36.00398216,2.61429052,293.1049111
0.75,35.46979014,2.61391886,293.1032531
0.43485925,37.07236621,2.48485925,293.1074351
0.437324747,34.93559811,2.612675253,293.1029013
0.435619859,36.00398216,2.614380141,293.1047257
0.75,36.53817419,2.614906458,293.1045634
0.75,37.60655824,2.484149215,293.1091343
0.750120694,37.60655824,2.550403191,293.1064937
1.067214049,38.14075026,2.482785951,293.1090391
0.434006697,37.07236621,2.615993303,293.1063061
0.433399958,38.14075026,2.483399958,293.1087352
0.75,38.67494229,2.482759355,293.1092377
0.7501163,38.67494229,2.550506323,293.1071645
1.068347168,39.20913431,2.481652832,293.1088502
1.065974997,37.07236621,2.615974997,293.105795
0.75,37.60655824,2.617335903,293.1055462
1.067732781,38.14075026,2.617732781,293.1067926
1.069090034,39.20913431,2.619090034,293.1072735
0.750130023,39.74332634,2.55060743,293.1075189
0.75,39.74332634,2.482045196,293.1087019
0.432277669,39.20913431,2.482277669,293.1078632
0.431474016,40.27751836,2.481474016,293.1078962
0.430774201,39.20913431,2.619225799,293.1072103
0.432295298,38.14075026,2.617704702,293.1068229
0.75,39.74332634,2.620336739,293.1065025
0.75,38.67494229,2.618438329,293.1062154
1.069098181,40.27751836,2.480901819,293.1080033
0.75,40.81171039,2.481457339,293.1071863
0.750167126,40.81171039,2.5504645,293.1076254
1.068068143,41.34590241,2.481931857,293.1062061
0.43034952,40.27751836,2.61965048,293.1062513
0.43220369,41.34590241,2.48220369,293.1057338
0.750118006,41.88005228,2.550630829,293.107273
0.75,41.88009444,2.483417901,293.105036
1.069848486,40.27751836,2.619848486,293.1073261
1.066091206,42.41428646,2.483908794,293.1046242
0.75,42.94847849,2.484986407,293.1042167
0.750022066,42.94493202,2.550850928,293.1065258
1.066145341,43.48267051,2.483854659,293.1046351
1.06816774,42.41428646,2.61816774,293.1059004
1.069094026,41.34590241,2.619094026,293.106306
0.431686975,41.34590241,2.618313025,293.1060289
0.75,40.81171039,2.619226504,293.1057714
0.75,41.88009444,2.618235307,293.1057657
0.433452236,42.41428646,2.483452236,293.1040034
0.433676164,43.48267051,2.483676164,293.104607
0.432488294,42.41428646,2.617511706,293.105715
0.75,42.94847849,2.617717931,293.1048087
0.750028825,43.96248831,2.55084024,293.1057854
0.75,44.01686254,2.484471786,293.1048426
1.066697653,44.55105457,2.483302347,293.1050075
0.433610839,44.55105457,2.483610839,293.104407
0.75,45.08524659,2.48329263,293.1051045
0.750055927,45.08524659,2.551609344,293.1050066
0.432698372,45.61943862,2.482698372,293.1040994
0.75,46.15363064,2.483090226,293.1040098
0.750071149,46.15363064,2.551493833,293.1044995
1.067158052,45.61943862,2.482841948,293.1042774
1.067094342,46.68782267,2.482905658,293.1031243
1.067780706,43.48267051,2.617780706,293.1054555
0.432316276,43.48267051,2.617683724,293.1049046
1.068014744,44.55105457,2.618014744,293.1054604
0.75,44.01686254,2.618059315,293.1045509
1.06818131,45.61943862,2.61818131,293.104864
0.432047897,44.55105457,2.617952103,293.1053619
0.432150402,45.61943862,2.617849598,293.1058781
0.75,46.15363064,2.618209888,293.1044061
0.75,45.08524659,2.617999439,293.1045139
0.75,47.22201469,2.48347706,293.1033473
0.750056,47.22201469,2.551704873,293.1041688
0.433045492,46.68782267,2.483045492,293.1037139
0.433341223,47.75620672,2.483341223,293.1029106
0.432244064,46.68782267,2.617755936,293.1060573
0.75,48.29039874,2.483632992,293.1034098
0.749915129,48.34256889,2.550922863,293.1039311
1.066772073,47.75620672,2.483227927,293.1027731
1.067089556,48.82459077,2.482910444,293.1036699
1.068139452,46.68782267,2.618139452,293.1045597
0.75,47.22201469,2.618282817,293.1043235
1.068236094,47.75620672,2.618236094,293.1047148
0.432653588,48.82459077,2.482653588,293.1050785
0.431687264,47.75620672,2.618312736,293.1055235
0.75,48.29039874,2.618685512,293.104153
0.749910921,49.30659771,2.55102587,293.1042311
0.75,49.35878279,2.483254285,293.105115
1.068287472,49.89297482,2.481712528,293.10532
0.430653952,48.82459077,2.619346048,293.1046285
0.431665796,49.89297482,2.481665796,293.1064277
0.75,50.42716684,2.481730462,293.1066063
0.750033119,50.42716684,2.550822488,293.1049527
1.069471772,50.96135887,2.480528228,293.1062181
0.75,51.49555089,2.480827633,293.1065094
0.750126935,51.54993347,2.550672954,293.1054234
0.430647029,50.96135887,2.480647029,293.1066543
1.070120631,49.89297482,2.620120631,293.1046583
1.068723998,48.82459077,2.618723998,293.1045246
0.75,49.35878279,2.619937587,293.103799
1.070785267,50.96135887,2.620785267,293.1048067
1.06967691,52.02974292,2.48032309,293.1062634
1.071005181,52.02974292,2.621005181,293.1049619
0.429907748,49.89297482,2.620092252,293.1041372
0.429445478,50.96135887,2.620554522,293.1045072
0.75,51.49555089,2.620835031,293.1038864
0.75,50.42716684,2.620388168,293.1035641
0.750170047,52.56494667,2.550759956,293.1053519
0.430629207,52.02974292,2.480629207,293.1052458
0.75,52.56393494,2.481007954,293.1056752
0.429541411,52.02974292,2.620458589,293.1047868
0.430692757,53.09812697,2.480692757,293.1049129
0.75,52.56393494,2.621115167,293.1043687
0.75,53.63231899,2.480755859,293.1057378
0.750096546,53.63134942,2.550792961,293.1054152
0.430412775,54.16651102,2.480412775,293.1049222
1.069865133,53.09812697,2.480134867,293.1061527
1.071409601,53.09812697,2.621409601,293.1049683
1.06978714,54.16651102,2.48021286,293.1057256
0.749967213,54.64637688,2.550636499,293.1052999
0.75,54.70070304,2.480822612,293.1052045
0.430363188,55.23489507,2.480363188,293.1059638
1.069061072,55.23489507,2.480938928,293.1049306
0.429084226,53.09812697,2.620915774,293.1058939
0.428851989,54.16651102,2.621148011,293.1057372
0.75,53.63231899,2.621619438,293.1046785
0.75,55.76908709,2.481524653,293.1044736
0.750033678,55.76908709,2.550398702,293.104994
0.429722791,55.23489507,2.620277209,293.1051011
0.431831185,56.30327912,2.481831185,293.1053337
1.070956161,54.16651102,2.620956161,293.1043823
1.070315096,55.23489507,2.620315096,293.1039061
0.75,54.70070304,2.620674119,293.103457
0.75,55.76908709,2.619485803,293.1028564
0.75,56.83747114,2.482433037,293.1040183
0.750138363,56.8914076,2.550559935,293.1043265
1.068420692,56.30327912,2.481579308,293.1039585
1.067580166,57.37166317,2.482419834,293.1035429
1.069147206,56.30327912,2.619147206,293.1035449
0.431475555,56.30327912,2.618524445,293.103398
0.75,56.83747114,2.618651837,293.1027514
0.432738136,57.37166317,2.482738136,293.1044619
0.75,57.90585519,2.483003382,293.1045362
0.750071928,57.90940167,2.550898427,293.104039
1.068052184,58.44004722,2.481947816,293.1049172
0.431261687,57.37166317,2.618738313,293.1034358
0.75,58.97423924,2.482540629,293.1064105
0.750050074,58.9742814,2.550981206,293.104483
1.06918195,59.50843127,2.48081805,293.1076888
0.431826834,58.44004722,2.481826834,293.1071115
0.431070811,59.50843127,2.481070811,293.1070157
0.750111921,60.0426233,2.550939638,293.1053955
0.75,60.0426233,2.481040194,293.1082506
0.43035088,60.57681532,2.48035088,293.108224
1.069029,57.37166317,2.619029,293.1035744
1.069998378,58.44004722,2.619998378,293.10434
0.75,57.90585519,2.619726605,293.1031785
1.070383366,60.57681532,2.479616634,293.1088804
0.75,61.11100735,2.480260543,293.1088081
0.750064958,61.11100735,2.550858206,293.1062597
1.070851006,59.50843127,2.620851006,293.1046993
0.430188318,58.44004722,2.619811682,293.1037979
1.071863182,60.57681532,2.621863182,293.1055067
0.429179972,59.50843127,2.620820028,293.1059538
0.75,58.97423924,2.620370273,293.1039781
0.75,60.0426233,2.621465762,293.1051359
1.070403176,61.64519937,2.479596824,293.1087621
0.428429327,60.57681532,2.621570673,293.1071486
0.427831736,61.64519937,2.622168264,293.1070574
0.429384131,61.64519937,2.479384131,293.1094683
0.750011294,62.1793914,2.550692294,293.1068947
0.429938713,62.71358342,2.479938713,293.1082289
0.75,62.1793914,2.480089772,293.108672
1.0720156,61.64519937,2.6220156,293.1059729
0.75,61.11100735,2.62190443,293.1051243
1.069797309,62.71358342,2.480202691,293.1076311
0.75003915,63.24777545,2.550405238,293.106968
0.75,63.24777545,2.481022974,293.1069103
1.068051757,63.78196747,2.481948243,293.1052586
1.071376942,62.71358342,2.621376942,293.1058998
0.42922181,62.71358342,2.62077819,293.1058678
0.75,62.1793914,2.621584749,293.1051246
0.75,63.24777545,2.619920396,293.1045052
0.431581621,63.78196747,2.481581621,293.1066988
0.75,64.3161595,2.482677959,293.105187
0.750101876,64.3161595,2.550263561,293.1063133
0.433390386,64.85035152,2.483390386,293.105065
1.068693822,63.78196747,2.618693822,293.1048614
0.431668009,63.78196747,2.618331991,293.1039666
0.75,64.3161595,2.617359539,293.1031373
0.75,65.38454355,2.48366504,293.1051809
0.75015798,65.38454355,2.550602043,293.1055902
0.433594877,65.91873557,2.483594877,293.1057285
1.067725822,64.85035152,2.617725822,293.1051535
1.067355982,64.85035152,2.482644018,293.1051257
1.067294733,65.91873557,2.482705267,293.1066697
0.75,66.4529276,2.483281164,293.1078855
0.750055575,66.4529276,2.550939719,293.1056996
1.067858206,66.98711962,2.482141794,293.1100277
0.75,67.52131165,2.482893452,293.1110864
0.750050419,67.52131165,2.551182134,293.1070625
1.0693023,68.05550367,2.4806977,293.1141624
0.432563266,64.85035152,2.617436734,293.1038367
0.75,65.38454355,2.617907778,293.1043146
0.431491256,65.91873557,2.618508744,293.1057029
0.432132008,66.98711962,2.482132008,293.1104495
0.431109966,68.05550367,2.481109966,293.1136483
0.75,68.5896957,2.481196607,293.1148585
0.750162521,68.5896957,2.551228562,293.1092018
0.430213251,69.12388772,2.480213251,293.1155906
1.068442209,65.91873557,2.618442209,293.1059469
0.429977155,66.98711962,2.620022845,293.107427
1.071503575,68.05550367,2.621503575,293.1087861
1.06959429,66.98711962,2.61959429,293.1069295
0.75,67.52131165,2.620891515,293.1076061
0.75,66.4529276,2.619142022,293.1059687
1.070758911,69.12388772,2.479241089,293.1167587
0.750134203,69.65807975,2.551233294,293.1109958
0.75,69.65807975,2.480094714,293.1166563
0.429322244,70.19227177,2.479322244,293.1178258
1.072700718,69.12388772,2.622700718,293.1107341
0.428820475,68.05550367,2.621179525,293.1089215
0.42746303,69.12388772,2.62253697,293.1108269
0.75,68.5896957,2.621980197,293.1092103
1.071257563,70.19227177,2.478742437,293.1176655
0.75,70.7264638,2.479797687,293.1170636
0.75003172,70.7264638,2.551223397,293.1122152
0.429006085,71.26065582,2.479006085,293.1185746
0.426599273,70.19227177,2.623400727,293.1122486
1.073157773,70.19227177,2.623157773,293.1112986
0.75,69.65807975,2.622949047,293.1102967
0.75,71.79484785,2.479935752,293.1170948
0.749968387,71.79480569,2.551189781,293.1130118
0.42924952,72.32903987,2.47924952,293.1184068
1.071030087,71.26065582,2.478969913,293.1178084
1.070897649,72.32903987,2.479102351,293.1178983
0.750001756,72.85816592,2.551052435,293.1137345
0.75,72.8632319,2.480045457,293.1173776
0.429095704,73.39742392,2.479095704,293.1189291
0.426641797,71.26065582,2.623358203,293.1123022
0.426787276,72.32903987,2.623212724,293.1129353
1.073233428,71.26065582,2.623233428,293.1115485
0.75,70.7264638,2.623287533,293.1106771
0.75,71.79484785,2.623345765,293.1114799
1.070882409,73.39742392,2.479117591,293.1181884
0.750099817,73.87086632,2.550954009,293.1147178
0.75,73.93161595,2.480102581,293.1171602
0.427576595,73.39742392,2.622423405,293.1140866
0.430171955,74.46580797,2.480171955,293.1169939
1.070041789,74.46580797,2.479958211,293.1175447
0.75,75,2.481092369,293.116081
0.750080778,75,2.551011401,293.1153162
1.072801763,73.39742392,2.622801763,293.1128624
1.072661957,72.32903987,2.622661957,293.1117865
0.75,72.8632319,2.622774962,293.1111824
1.0691703,75.53419203,2.4808297,293.1173819
1.072048522,74.46580797,2.622048522,293.1134639
1.071409317,75.53419203,2.621409317,293.1132894
0.42850913,74.46580797,2.62149087,293.112866
0.75,73.93161595,2.62219114,293.1120093
0.75,75,2.621494799,293.1123165
0.75,76.06838405,2.481742245,293.1165199
0.750074807,76.1108766,2.550992293,293.1152093
1.069152127,76.60257608,2.480847873,293.1189543
0.43053752,75.53419203,2.48053752,293.117678
0.430812929,76.60257608,2.480812929,293.1200158
0.428919251,75.53419203,2.621080749,293.1126521
0.75,77.1367681,2.481386019,293.1193468
0.750078988,77.1367681,2.551742988,293.1153858
0.431287344,77.67096013,2.481287344,293.1192676
1.071118199,76.60257608,2.621118199,293.1137944
0.75,76.06838405,2.621456889,293.1122558
1.068696795,77.67096013,2.481303205,293.119664
0.749985838,78.15192274,2.550790092,293.1157749
0.75,78.20515215,2.482207554,293.1183012
1.068054356,78.73934418,2.481945644,293.119186
1.070238445,77.67096013,2.620238445,293.1138691
0.42962207,76.60257608,2.62037793,293.1118691
0.430030128,77.67096013,2.619969872,293.1125715
0.75,77.1367681,2.620426111,293.1122261
0.75,78.20515215,2.620007713,293.112897
0.75,79.2735362,2.483036559,293.1175797
0.750024085,79.2735362,2.551893594,293.1166887
1.06805178,79.80772823,2.48194822,293.1205738
0.432035721,79.80772823,2.482035721,293.1193217
0.431503753,78.73934418,2.481503753,293.1195541
0.430245134,78.73934418,2.619754866,293.1138858
0.75,80.34192025,2.482421746,293.1201451
0.75006304,80.3957629,2.550728862,293.1173779
0.432296746,80.87611228,2.482296746,293.1198058
1.069930941,79.80772823,2.619930941,293.1155206
1.069657097,78.73934418,2.619657097,293.1142236
0.75,79.2735362,2.620116609,293.1136348
0.75,81.4103043,2.483340364,293.118726
0.749966824,81.41384726,2.5506875,293.1174257
1.067487492,80.87611228,2.482512508,293.1206248
1.066325209,81.94449633,2.483674791,293.1190511
1.06897801,80.87611228,2.61897801,293.1155425
0.430762073,79.80772823,2.619237927,293.1141392
0.431235327,80.87611228,2.618764673,293.1147364
0.75,81.4103043,2.618436098,293.1138506
0.75,80.34192025,2.619227888,293.1141501
0.433078397,81.94449633,2.483078397,293.1197809
0.749903837,82.47868835,2.550635959,293.1175691
0.75,82.47868835,2.484412827,293.1179285
0.43395435,83.01288038,2.48395435,293.1182153
0.43221512,81.94449633,2.61778488,293.1168193
1.068018709,81.94449633,2.618018709,293.1156018
0.75,82.47868835,2.617639847,293.1150104
0.75,83.5470724,2.484804723,293.1186854
0.749851759,83.5470724,2.550467926,293.1172757
1.065394741,83.01288038,2.484605259,293.1188893
1.064906432,84.08126443,2.485093568,293.1197069
1.066713009,83.01288038,2.616713009,293.1155552
0.75,84.61545645,2.485051723,293.1204749
0.749901947,84.61545645,2.550372629,293.1173051
0.434633924,85.14964848,2.484633924,293.1221281
0.434346135,84.08126443,2.484346135,293.119519
1.065270945,85.14964848,2.484729055,293.1220576
0.75,85.6838405,2.484944666,293.1230837
0.749961641,85.68379835,2.550534999,293.1181884
0.433836699,84.08126443,2.616163301,293.1158307
0.433316439,83.01288038,2.616683561,293.1155299
0.75,83.5470724,2.616317205,293.1147363
0.43420845,85.14964848,2.61579155,293.1155255
0.75,84.61545645,2.615663149,293.1150602
0.434507038,86.21803253,2.484507038,293.1237127
1.065930391,85.14964848,2.615930391,293.1172743
0.75,85.6838405,2.616484452,293.1171222
1.065869747,84.08126443,2.615869747,293.1158463
1.06552169,86.21803253,2.48447831,293.1245075
0.749917567,86.75121283,2.550743813,293.1197718
0.75,86.75222455,2.484475208,293.126455
1.066713109,87.28641658,2.483286891,293.1288362
0.75,87.8206086,2.483128524,293.1313472
0.74989044,87.76650824,2.550758731,293.1230624
1.068262048,88.35480063,2.481737952,293.1315512
0.433178743,87.28641658,2.483178743,293.1286496
1.066747586,86.21803253,2.616747586,293.1194532
0.432978919,86.21803253,2.617021081,293.1194063
0.431497835,87.28641658,2.618502165,293.1229411
0.75,86.75222455,2.617582438,293.1203793
0.431741818,88.35480063,2.481741818,293.134989
0.75,88.88899265,2.481622657,293.1347271
0.749961673,88.88899265,2.55147276,293.1282565
0.430313014,88.35480063,2.619686986,293.1239651
0.431352251,89.42318468,2.481352251,293.1344549
1.068000284,87.28641658,2.618000284,293.1222739
0.75,87.8206086,2.619192492,293.1224915
0.75,89.9573767,2.481772766,293.1346528
0.750040418,90.01101792,2.550416111,293.1298178
1.068719194,89.42318468,2.481280806,293.134732
1.069155164,88.35480063,2.619155164,293.1247311
1.068156002,90.49156873,2.481843998,293.1347405
1.06957127,89.42318468,2.61957127,293.1254972
0.430501975,89.42318468,2.619498025,293.1255109
0.75,88.88899265,2.619477861,293.1236932
0.75,89.9573767,2.619147948,293.1249655
0.431743011,90.49156873,2.481743011,293.1337627
0.75,91.02576076,2.482367328,293.13413
0.750065913,91.02930372,2.550547176,293.1298611
0.431290112,90.49156873,2.618709888,293.1279635
0.43210216,91.55995278,2.48210216,293.135697
1.069029384,90.49156873,2.619029384,293.1264576
0.75,91.02576076,2.619056188,293.1268864
0.75,92.09414481,2.482010042,293.1377555
0.750103058,92.09414481,2.550750745,293.1308697
0.431300635,92.62833683,2.481300635,293.1393659
1.068385152,91.55995278,2.481614848,293.1365836
1.069437052,91.55995278,2.619437052,293.1292914
1.069264003,92.62833683,2.480735997,293.1402621
0.750157281,93.16252886,2.550866341,293.1324807
0.75,93.16252886,2.481361035,293.1403295
1.06901748,93.69672088,2.48098252,293.1408193
0.430504607,91.55995278,2.619495393,293.1294955
0.429616532,92.62833683,2.620383468,293.1313243
0.75,92.09414481,2.620185303,293.13017
0.431569031,93.69672088,2.481569031,293.1411038
0.75,94.23091291,2.482356956,293.1388853
0.750210421,94.23091291,2.551121996,293.1336393
0.432217552,94.76510493,2.482217552,293.1408925
1.068653849,94.76510493,2.481346151,293.1419014
0.750049466,95.29929696,2.551246865,293.1349838
0.75,95.29929696,2.482919042,293.1394372
1.070389145,92.62833683,2.620389145,293.1318848
1.070810199,93.69672088,2.620810199,293.1334056
1.07081729,94.76510493,2.62081729,293.1342907
0.429608201,93.69672088,2.620391799,293.1318196
0.75,94.23091291,2.62074649,293.1326516
0.75,93.16252886,2.620493653,293.1314875
1.068103933,95.83348898,2.481896067,293.1427338
0.75,96.36768101,2.482384778,293.1424563
0.74984979,96.36768101,2.551121549,293.1366261
1.068783218,96.90187303,2.481216782,293.1461751
0.431330523,95.83348898,2.481330523,293.1431072
0.430824316,96.90187303,2.480824316,293.147158
0.75,97.43606506,2.481700156,293.1458767
0.749857201,97.43606506,2.550954497,293.1384758
1.06871765,97.97025708,2.48128235,293.1473976
0.42884659,96.90187303,2.62115341,293.1384257
0.430626621,97.97025708,2.480626621,293.1484449
0.429787488,94.76510493,2.620212512,293.1339116
0.429244325,95.83348898,2.620755675,293.1370674
0.75,95.29929696,2.62100673,293.1348091
0.749911388,98.50444911,2.550846496,293.1398581
0.75,98.50444911,2.481717791,293.1468138
1.068327462,99.03864113,2.481672538,293.1477517
1.070407864,95.83348898,2.620407864,293.1353593
1.070576136,97.97025708,2.620576136,293.1390303
1.070592656,96.90187303,2.620592656,293.1371339
0.75,96.36768101,2.620727401,293.1358377
0.75,97.43606506,2.620990632,293.1373351
1.070424935,99.03864113,2.620424935,293.14042
0.431038406,99.03864113,2.481038406,293.1484499
0.749975084,99.57283316,2.55080001,293.1412538
0.75,99.57283316,2.481998543,293.1476083
1.068636479,100.1070252,2.481363521,293.1495513
0.431317718,100.1070252,2.481317718,293.1500099
0.42952196,97.97025708,2.62047804,293.1388094
0.429863856,99.03864113,2.620136144,293.139885
0.75,99.57283316,2.620701097,293.1404901
0.75,98.50444911,2.620403814,293.1385627
0.750013729,100.6412172,2.550658027,293.142584
0.75,100.6412172,2.481928292,293.1492224
1.067890026,101.1754092,2.482109974,293.1486392
0.431753295,101.1754092,2.481753295,293.1490281
0.749964679,101.7027934,2.550685894,293.1438034
0.75,101.7096013,2.482666704,293.1478931
1.067179636,102.2437933,2.482820364,293.1476302
1.069640374,101.1754092,2.619640374,293.1422513
1.069850527,100.1070252,2.619850527,293.1413877
1.068332431,102.2437933,2.618332431,293.1422084
0.430743111,101.1754092,2.619256889,293.1422412
0.430335539,100.1070252,2.619664461,293.1403116
0.75,100.6412172,2.619603063,293.1405105
0.75,101.7096013,2.61871846,293.140972
0.43260617,102.2437933,2.48260617,293.1473268
0.432192442,102.2437933,2.617807558,293.1423764
0.75,102.7779853,2.617867264,293.1428404
0.75,102.7779853,2.483296974,293.1473773
1.067118638,103.3121773,2.482881362,293.1481978
0.433107997,103.3121773,2.483107997,293.1486569
0.75,103.8463694,2.483025312,293.1502631
0.750114011,103.8463694,2.551515101,293.1464871
1.067779511,104.3805614,2.482220489,293.1520068
0.432749799,104.3805614,2.482749799,293.1507192
0.75,104.9147534,2.482352009,293.1539748
0.750160158,104.968505,2.55041211,293.1484819
0.432160242,105.4489454,2.482160242,293.153833
1.067959558,103.3121773,2.617959558,293.1437947
1.068081044,105.4489454,2.481918956,293.1541013
1.068875176,105.4489454,2.618875176,293.14778
1.068610707,104.3805614,2.618610707,293.1456249
0.75,103.8463694,2.618184451,293.1444423
0.750100766,105.984107,2.550332112,293.1495764
0.75,105.9831375,2.482681506,293.1536406
0.43223045,103.3121773,2.61776955,293.1444293
0.431583452,104.3805614,2.618416548,293.1470823
0.75,104.9147534,2.618796486,293.1467509
0.431854628,105.4489454,2.618145372,293.1492327
0.433295631,106.5173295,2.483295631,293.1514684
1.066305419,106.5173295,2.483694581,293.1511108
0.749940963,107.0505098,2.550407357,293.1495144
0.75,107.0515215,2.484730553,293.1491552
1.064161903,107.5857135,2.485838097,293.1484502
1.067535211,106.5173295,2.617535211,293.1480026
0.75,105.9831375,2.6178228,293.1471867
0.43307876,106.5173295,2.61692124,293.1492537
0.75,107.0515215,2.616633568,293.1476404
0.434599068,107.5857135,2.484599068,293.1498083
0.434637611,107.5857135,2.615362389,293.1488528
0.75,108.1199056,2.486241976,293.1488169
0.435401437,108.6540976,2.485401437,293.151826
0.75,109.1882896,2.485434294,293.1550664
0.750004435,109.1882896,2.550232065,293.149974
1.064088649,108.6540976,2.485911351,293.151056
1.065303333,109.7224816,2.484696667,293.1575887
0.435262865,109.7224816,2.485262865,293.154524
0.75,110.2566737,2.484567487,293.1605991
0.750134581,110.2566737,2.550277841,293.1532955
0.435164706,108.6540976,2.614835294,293.1479383
0.75,108.1199056,2.615065632,293.1473854
0.434410082,110.7908657,2.484410082,293.1593035
1.065634875,107.5857135,2.615634875,293.1473747
1.064918917,108.6540976,2.614918917,293.148157
0.75,109.1882896,2.615013087,293.1482215
0.75,111.3250577,2.483608241,293.1663713
0.750180179,111.3250577,2.551662195,293.1580306
0.432830145,111.8592497,2.482830145,293.1662211
1.066595263,110.7908657,2.483404737,293.1640561
1.065375593,109.7224816,2.615375593,293.1501424
0.75,110.2566737,2.615774043,293.1513638
1.066842805,110.7908657,2.616842805,293.1541587
1.068231135,111.8592497,2.481768865,293.1709999
0.43302702,110.7908657,2.61697298,293.1551669
0.75,111.3250577,2.618667239,293.1582611
0.43452885,109.7224816,2.61547115,293.1505386
0.430983462,111.8592497,2.619016538,293.1600462
0.75,112.3934418,2.481972846,293.1725512
0.750189871,112.3934418,2.551547274,293.1635211
1.06876241,112.9276338,2.48123759,293.1727597
