% Model,TE and H2_array.mph,,
% Version,COMSOL 5.6.0.280,,
% Date,"Dec 2 2022, 14:38",,
% Dimension,3,,
% Nodes,20933,,
% Expressions,2,,
% Description,"Temperature, Temperature",,
% Length unit,mm,,
% x,y,z,T (K)
3,66.75,-1.7,312.475814
3,66.75,-2,312.5125349
2.210481846,66.74898332,-1.7,312.4172256
2.7,66.75,-1.7,312.4258969
1.017393052,67.35,-1.7,312.4252944
1.5,67.5,-1.7,312.4409391
3,67.5,-1.7,312.4597119
2.7,67.35,-1.7,312.4291985
1.982606948,67.35,-1.7,312.4246801
0.3,66.15,0,301.3051146
0.8,66.15,0,301.3161264
1.3,66.15,0,301.2984046
0,66.75,0,301.2860834
1.7,66.15,0,301.2494066
1.7,66.75,0,301.2623724
1.301607211,66.53820286,0.3,301.2538471
1.3,66.75,0,301.3158174
0.90918075,66.60728537,0,301.3219833
0.8,67.35,0,301.3226632
0.3,67.35,0,301.3106033
0.3,66.75,0,301.3254093
0.816172119,66.79722952,0.3,301.2732885
1.3,67.35,0,301.3027764
0.767332332,67.5,0,301.3139263
0.759681725,67.5,0.3,301.2686604
0,67.5,0,301.2945776
0,66.75,0.3,301.2527247
0,67.5,0.3,301.254035
2.2,66.15,0,301.2361878
2.431945185,66.54936638,0.149367014,301.2028878
2.30918075,66.60728537,0,301.2384107
2.7,66.75,0,301.2186911
2.7,66.15,0,301.1971814
1.856477493,66.58465504,0.3,301.2066497
2.2,67.35,0,301.2422036
1.7,67.35,0,301.2527459
2.430941923,66.50462794,0.3,301.1737845
2.232667668,67.5,0,301.22303
2.7,67.35,0,301.199749
2.240318275,67.5,0.3,301.1841086
3,67.5,0,301.1395252
1.5,67.5,0.3,301.2317151
1.5,67.5,0,301.2679742
3,66.75,0,301.1301772
3,66.75,0.3,301.0589214
3,67.5,0.3,301.0336412
0.640040672,67.97575711,-2,312.4954752
0.3,67.65,-1.7,312.4431071
0,68.25,-2,312.5199513
0,68.25,-1.7,312.4860523
0.3,68.25,-1.7,312.4397547
0.3,68.85,-1.7,312.4508683
0,69,-1.7,312.4819999
0,69,-2,312.5215143
0.702621561,69,-1.7,312.4575062
0.943104069,69,-2,312.5041612
2.353100729,68.24868805,-2,312.4920017
2.297378439,69,-1.7,312.4517859
2.056895931,69,-2,312.5031273
3,69,-2,312.5203936
1.017393052,67.65,-1.7,312.4351544
1.466768342,68.16979331,-2,312.491939
1.017393052,68.85,-1.7,312.4391124
1.5,69,-1.7,312.4558099
0.858576759,68.44216837,-1.7,312.4348978
1.982606948,67.65,-1.7,312.4303199
2.7,67.65,-1.7,312.4378552
3,68.25,-2,312.5265738
3,68.25,-1.7,312.489274
2.7,68.25,-1.7,312.4395029
2.210481846,68.24898332,-1.7,312.4298747
1.458087574,68.3198027,-1.7,312.4350424
1.982606948,68.85,-1.7,312.4399461
2.7,68.85,-1.7,312.4481859
3,69,-1.7,312.4857442
0.3,67.65,0,301.3139301
0.8,67.65,0,301.3242448
1.3,67.65,0,301.3062288
2.7,67.65,0,301.2056266
2.2,67.65,0,301.2432967
1.7,67.65,0,301.256618
1.301607211,68.03820286,0.3,301.2604526
1.3,68.25,0,301.3227158
1.7,68.25,0,301.2679492
0.90918075,68.10728537,0,301.3293367
1.856477493,68.08465504,0.3,301.2125963
2.30918075,68.10728537,0,301.2441703
1.7,68.85,0,301.2570734
2.2,68.85,0,301.2461288
2.430941923,68.00462794,0.3,301.1813082
2.7,68.25,0,301.2239987
0.767332332,69,0,301.3205747
0.8,68.85,0,301.3292661
0.759681725,69,0.3,301.2742083
0.3,68.85,0,301.3173738
1.3,68.85,0,301.3087078
0,69,0,301.3015038
0.816172119,68.29722952,0.3,301.2803786
0.3,68.25,0,301.3329464
0,68.25,0,301.2908046
0,68.25,0.3,301.2619043
0,69,0.3,301.2617713
3,68.25,0,301.1233151
3,68.25,0.3,301.0696498
2.7,68.85,0,301.2015081
3,69,0,301.1328714
2.232667668,69,0,301.2257789
2.240318275,69,0.3,301.1865346
1.5,69,0.3,301.235532
1.5,69,0,301.2725101
3,69,0.3,301.0176336
0.640040672,69.47575711,-2,312.5105581
2.353100729,69.74868805,-2,312.5085678
0.3,69.15,-1.7,312.4578911
0,69.75,-1.7,312.501414
0.3,69.75,-1.7,312.4552871
0,69.75,-2,312.5352701
1.017393052,69.15,-1.7,312.4497182
1.466768342,69.66979331,-2,312.5077924
0.3,70.35,-1.7,312.467135
0,70.5,-1.7,312.498705
0,70.5,-2,312.5385408
0.702621561,70.5,-1.7,312.4739566
0.858576759,69.94216837,-1.7,312.4506181
0.943104069,70.5,-2,312.5214988
2.297378439,70.5,-1.7,312.4666855
2.056895931,70.5,-2,312.5179125
3,70.5,-2,312.5355985
1.982606948,69.15,-1.7,312.4464333
2.7,69.15,-1.7,312.4554705
3,69.75,-1.7,312.5057991
3,69.75,-2,312.5422976
2.7,69.75,-1.7,312.4561513
1.017393052,70.35,-1.7,312.455525
1.5,70.5,-1.7,312.4721682
1.458087574,69.8198027,-1.7,312.4509036
2.7,70.35,-1.7,312.4603622
3,70.5,-1.7,312.4938612
1.982606948,70.35,-1.7,312.4565316
2.210481846,69.74898332,-1.7,312.4471469
0,69.75,0,301.2944682
0.3,70.35,0,301.3247955
0,70.5,0,301.3085736
0,69.75,0.3,301.2715287
0.3,69.15,0,301.3198417
0.3,69.75,0,301.3391196
0.8,69.15,0,301.3313066
1.3,69.15,0,301.3124673
0.90918075,69.60728537,0,301.3361466
0,70.5,0.3,301.2649128
2.444264548,69.5044798,0.3,301.180779
2.30918075,69.60728537,0,301.2456206
2.7,69.15,0,301.2047788
2.2,69.15,0,301.2443977
2.7,69.75,0,301.2249589
2.2,70.35,0,301.2503537
1.7,69.15,0,301.2592817
0.8,70.35,0,301.3358863
0.767332332,70.5,0,301.3272246
0.759681725,70.5,0.3,301.2803945
1.3,70.35,0,301.3140624
1.3,69.75,0,301.3299607
1.367892559,69.62158072,0.3,301.2625056
1.7,70.35,0,301.2617474
1.7,69.75,0,301.2706839
0.920782956,69.89429246,0.3,301.2851424
2.7,70.35,0,301.2064554
2.232667668,70.5,0,301.2318067
2.240318275,70.5,0.3,301.1933136
3,70.5,0,301.1447129
1.5,70.5,0.3,301.2411081
1.5,70.5,0,301.2782298
1.866483809,69.68641081,0.3,301.2138446
3,69.75,0,301.1179512
3,69.75,0.3,301.0606516
3,70.5,0.3,301.0363005
0.3,70.65,-1.7,312.474481
0.640040672,70.97575711,-2,312.5258569
0,71.25,-1.7,312.5131132
0,71.25,-2,312.552177
0.3,71.25,-1.7,312.4696506
0,72,-1.7,312.5194194
0.3,71.85,-1.7,312.4837186
0,72,-2,312.552635
0.702621561,72,-1.7,312.4906115
0.858576759,71.44216837,-1.7,312.465957
0.943104069,72,-2,312.537025
1.466768342,71.16979331,-2,312.5235999
2.353100729,71.24868805,-2,312.5233673
1.017393052,70.65,-1.7,312.4652884
2.297378439,72,-1.7,312.4837264
2.056895931,72,-2,312.5350056
3,72,-2,312.5540315
1.982606948,70.65,-1.7,312.462833
2.7,70.65,-1.7,312.4697132
3,71.25,-1.7,312.5208447
3,71.25,-2,312.5575209
2.7,71.25,-1.7,312.4708569
1.017393052,71.85,-1.7,312.4712061
1.5,72,-1.7,312.4884009
1.458087574,71.3198027,-1.7,312.4669727
2.210481846,71.24898332,-1.7,312.4611309
1.982606948,71.85,-1.7,312.4715967
2.7,71.85,-1.7,312.4796758
3,72,-1.7,312.5126176
1.7026842,71.6314155,0.120228024,301.2572076
1.7,71.25,0,301.2776168
1.3,71.25,0,301.337637
1.7,71.85,0,301.2669166
1.3,71.85,0,301.3225638
2.2,71.85,0,301.2565721
0.3,70.65,0,301.3270687
0.8,70.65,0,301.3384477
1.3,70.65,0,301.3192487
0.3,71.25,0,301.3471301
0.90918075,71.10728537,0,301.3437931
2.2,70.65,0,301.2518746
2.7,70.65,0,301.2135453
1.7,70.65,0,301.2659209
0.920782956,71.39429246,0.3,301.2932851
0.8,71.85,0,301.3445415
0.3,71.85,0,301.3335114
0,71.25,0.3,301.2784778
0,71.25,0,301.3065583
0,72,0,301.3190357
0,72,0.3,301.2788164
0.759681725,72,0.3,301.2910646
0.767332332,72,0,301.3379506
1.5,72,0.3,301.2497222
1.5,72,0,301.2867726
2.232667668,72,0,301.2380996
1.367892559,71.12158072,0.3,301.2685478
1.866483809,71.18641081,0.3,301.2194081
2.30918075,71.10728537,0,301.2532078
2.240318275,72,0.3,301.1987709
2.7,71.85,0,301.209874
2.7,71.25,0,301.2330699
3,72,0,301.141395
2.444264548,71.0044798,0.3,301.186325
3,71.25,0,301.1475222
3,71.25,0.3,301.0758981
3,72,0.3,301.0347186
0.3,72.15,-1.7,312.4915863
0,72.75,-1.7,312.5349744
0.640040672,72.47575711,-2,312.5440976
0.3,72.75,-1.7,312.4887777
0,72.75,-2,312.5683751
1.017393052,72.15,-1.7,312.4835417
1.466768342,72.66979331,-2,312.5410342
2.353100729,72.74868805,-2,312.5410554
0.3,73.35,-1.7,312.500706
0,73.5,-1.7,312.5322917
0,73.5,-2,312.5718159
0.702621561,73.5,-1.7,312.5083616
0.858576759,72.94216837,-1.7,312.4840634
0.943104069,73.5,-2,312.5558603
2.297378439,73.5,-1.7,312.502229
2.056895931,73.5,-2,312.5524619
3,73.5,-2,312.5726798
1.982606948,72.15,-1.7,312.4789544
2.7,72.15,-1.7,312.4870962
3,72.75,-1.7,312.5387366
3,72.75,-2,312.5756315
2.7,72.75,-1.7,312.4887573
1.017393052,73.35,-1.7,312.4887798
1.5,73.5,-1.7,312.5064593
2.210481846,72.74898332,-1.7,312.4790154
1.458087574,72.8198027,-1.7,312.484249
1.982606948,73.35,-1.7,312.4895084
2.7,73.35,-1.7,312.4979042
3,73.5,-1.7,312.5311666
0.8,72.15,0,301.3503363
1.3,72.15,0,301.3305822
0.3,72.15,0,301.3388492
0.3,72.75,0,301.3604972
0.90918075,72.60728537,0,301.3566209
0.920782956,72.89429246,0.3,301.3068866
0.8,73.35,0,301.3592468
0.3,73.35,0,301.3490555
1.3,72.75,0,301.3506088
1.3,73.35,0,301.3375302
0,72.75,0,301.3155367
0,73.5,0,301.3355477
0,72.75,0.3,301.2923969
0,73.5,0.3,301.2916922
1.7,72.15,0,301.2749766
1.367892559,72.62158072,0.3,301.2812024
1.7,72.75,0,301.2886157
2.2,72.15,0,301.2598313
2.7,72.15,0,301.2192246
1.7,73.35,0,301.2830577
1.866483809,72.68641081,0.3,301.2305932
2.2,73.35,0,301.2699863
2.30918075,72.60728537,0,301.2629742
1.5,73.5,0,301.3040947
0.767332332,73.5,0,301.3545419
1.5,73.5,0.3,301.2668288
2.232667668,73.5,0,301.2538097
0.759681725,73.5,0.3,301.3075493
2.444264548,72.5044798,0.3,301.1962475
2.7,72.75,0,301.2428987
3,72.75,0,301.1404159
3,72.75,0.3,301.0857721
2.7,73.35,0,301.2253342
2.240318275,73.5,0.3,301.2137756
3,73.5,0,301.1608856
3,73.5,0.3,301.0444902
0.3,73.65,-1.7,312.5088882
0,74.25,-2,312.5870034
0.640040672,73.97575711,-2,312.5621373
0,74.25,-1.7,312.5532076
0.3,74.25,-1.7,312.5070113
0.3,74.85,-1.7,312.5196227
0,75,-1.7,312.5520636
0,75,-2,312.592011
0.702621561,75,-1.7,312.5277074
0.858576759,74.44216837,-1.7,312.5027426
1.017393052,73.65,-1.7,312.5010245
0.943104069,75,-2,312.5743082
1.466768342,74.16979331,-2,312.5597378
2.353100729,74.24868805,-2,312.5596356
1.017393052,74.85,-1.7,312.5079968
1.5,75,-1.7,312.5256586
2.297378439,75,-1.7,312.5211844
2.056895931,75,-2,312.5722436
3,75,-2,312.59245
2.7,73.65,-1.7,312.5059051
3,74.25,-1.7,312.5571887
2.7,74.25,-1.7,312.5068751
3,74.25,-2,312.594114
1.458087574,74.3198027,-1.7,312.5031812
1.982606948,73.65,-1.7,312.4985876
1.982606948,74.85,-1.7,312.5082751
2.210481846,74.24898332,-1.7,312.4975029
2.7,74.85,-1.7,312.5170069
3,75,-1.7,312.5506602
1.3,73.65,0,301.349354
1.7,73.65,0,301.2939263
0.8,73.65,0,301.3690556
0.3,73.65,0,301.3570593
0.3,74.25,0,301.3805253
0.90918075,74.10728537,0,301.3765511
0.920782956,74.39429246,0.3,301.3277363
0.8,74.85,0,301.3806531
1.3,74.25,0,301.3710485
0.3,74.85,0,301.3702166
1.3,74.85,0,301.3596787
0.759681725,75,0.3,301.3307854
0.767332332,75,0,301.3775705
0,75,0,301.3587339
0,74.25,0,301.3394632
0,74.25,0.3,301.3114856
0,75,0.3,301.3182399
1.5,75,0.3,301.2910978
1.5,75,0,301.3287885
1.7,74.85,0,301.3067626
2.232667668,75,0,301.2825821
1.367892559,74.12158072,0.3,301.3020526
1.7,74.25,0,301.3101363
1.866483809,74.18641081,0.3,301.2530383
2.30918075,74.10728537,0,301.2826549
2.2,73.65,0,301.2784157
2.2,74.85,0,301.2942302
2.444264548,74.0044798,0.3,301.2133643
2.7,74.25,0,301.2623046
2.7,73.65,0,301.2374214
2.240318275,75,0.3,301.2435803
2.7,74.85,0,301.2502251
3,75,0,301.1972287
3,74.25,0.3,301.0887876
3,74.25,0,301.1632004
3,75,0.3,301.1012306
0.640040672,75.47575711,-2,312.5821943
2.353100729,75.74868805,-2,312.5798186
1.017393052,75.15,-1.7,312.5213259
1.466768342,75.66979331,-2,312.5792135
0.3,75.75,-1.7,312.5268148
0.3,75.15,-1.7,312.528971
0,75.75,-2,312.6082557
0,75.75,-1.7,312.5693398
0.3,76.35,-1.7,312.5394887
0,76.5,-2,312.609242
0,76.5,-1.7,312.5760171
0.702621561,76.5,-1.7,312.5474308
0.943104069,76.5,-2,312.5939387
0.858576759,75.94216837,-1.7,312.5225029
2.297378439,76.5,-1.7,312.541627
2.056895931,76.5,-2,312.5929638
3,76.5,-2,312.6103378
1.982606948,75.15,-1.7,312.5168618
2.7,75.15,-1.7,312.5252132
3,75.75,-2,312.6161239
3,75.75,-1.7,312.5736518
2.7,75.75,-1.7,312.5272583
1.017393052,76.35,-1.7,312.5275017
1.5,76.5,-1.7,312.5458231
2.210481846,75.74898332,-1.7,312.5175509
1.458087574,75.8198027,-1.7,312.5225724
2.7,76.35,-1.7,312.5368919
3,76.5,-1.7,312.5753581
1.982606948,76.35,-1.7,312.5285515
0.8,75.15,0,301.393899
0.3,75.15,0,301.3813767
0.3,75.75,0,301.4059044
1.3,75.15,0,301.3746555
0.90918075,75.60728537,0,301.4022469
1.7,75.15,0,301.3228427
1.3,75.75,0,301.3973652
1.7,75.75,0,301.3407971
1.7,76.35,0,301.3374525
1.367892559,75.62158072,0.3,301.3296542
1.3,76.35,0,301.3870887
2.2,75.15,0,301.3099855
2.7,75.15,0,301.2714609
2.2,76.35,0,301.3260126
2.7,76.35,0,301.2834199
2.240318275,76.5,0.3,301.2746656
2.7,75.75,0,301.2957302
2.232667668,76.5,0,301.3141051
3,76.5,0,301.2324362
1.866483809,75.68641081,0.3,301.2844322
2.30918075,75.60728537,0,301.3149104
1.5,76.5,0,301.3581555
0.767332332,76.5,0,301.4045325
1.5,76.5,0.3,301.3205538
0.759681725,76.5,0.3,301.3578697
0.8,76.35,0,301.4071129
0.3,76.35,0,301.3964714
0,76.5,0,301.3853338
0.920782956,75.89429246,0.3,301.3533885
0,75.75,0,301.3646224
0,75.75,0.3,301.3364446
0,76.5,0.3,301.344171
2.444264548,75.5044798,0.3,301.2476202
3,75.75,0.3,301.1267552
3,75.75,0,301.1990994
3,76.5,0.3,301.1390394
0.640040672,76.97575711,-2,312.6023266
0.3,76.65,-1.7,312.5490853
0,77.25,-1.7,312.5936926
0.3,77.25,-1.7,312.547403
0,77.25,-2,312.6270376
0.3,77.85,-1.7,312.5602612
0,78,-1.7,312.5928296
0,78,-2,312.632452
0.702621561,78,-1.7,312.568869
0.858576759,77.44216837,-1.7,312.5431906
1.017393052,76.65,-1.7,312.5411718
0.943104069,78,-2,312.6153655
1.466768342,77.16979331,-2,312.6000619
2.353100729,77.24868805,-2,312.5998271
1.017393052,77.85,-1.7,312.5486343
1.5,78,-1.7,312.566622
2.297378439,78,-1.7,312.5620123
2.056895931,78,-2,312.6130706
3,78,-2,312.632522
2.7,76.65,-1.7,312.5455649
3,77.25,-1.7,312.5971986
3,77.25,-2,312.6337503
2.7,77.25,-1.7,312.5469493
1.458087574,77.3198027,-1.7,312.5436048
1.982606948,76.65,-1.7,312.5382086
1.982606948,77.85,-1.7,312.5488489
2.210481846,77.24898332,-1.7,312.5376082
3,78,-1.7,312.5910787
2.7,77.85,-1.7,312.557415
2.7,76.65,0,301.3040934
2.2,76.65,0,301.3414649
1.7,76.65,0,301.3533645
1.3,76.65,0,301.4033109
1.3,77.85,0,301.4159925
1.5,78,0,301.3867278
0.767332332,78,0,301.4331533
1.5,78,0.3,301.3496265
1.7,77.85,0,301.3671438
2.232667668,78,0,301.3428396
1.367892559,77.12158072,0.3,301.3589966
1.3,77.25,0,301.4262314
1.7,77.25,0,301.3711567
0.90918075,77.10728537,0,301.4309295
0.8,76.65,0,301.4221645
0.3,76.65,0,301.4092125
0.3,77.25,0,301.4346027
0.920782956,77.39429246,0.3,301.3826236
0.8,77.85,0,301.4360736
0.3,77.85,0,301.4254946
0,77.25,0,301.3936745
0,77.25,0.3,301.3659139
0.759681725,78,0.3,301.3870756
0,78,0,301.4145913
0,78,0.3,301.3744622
1.866483809,77.18641081,0.3,301.3151683
2.30918075,77.10728537,0,301.3463493
2.2,77.85,0,301.3560481
2.444264548,77.0044798,0.3,301.279413
2.7,77.25,0,301.3277301
3,77.25,0,301.2370214
3,77.25,0.3,301.1663001
2.7,77.85,0,301.3126842
2.240318275,78,0.3,301.3038762
3,78,0,301.2566935
3,78,0.3,301.1597341
0.3,78.15,-1.7,312.5705564
0,78.75,-1.7,312.614903
0.640040672,78.47575711,-2,312.623647
0.3,78.75,-1.7,312.5686005
0,78.75,-2,312.648552
1.017393052,78.15,-1.7,312.5627478
1.466768342,78.66979331,-2,312.6206885
2.353100729,78.74868805,-2,312.6208547
0.3,79.35,-1.7,312.5813191
0,79.5,-1.7,312.6118719
0,79.5,-2,312.6563482
0.702621561,79.5,-1.7,312.5894497
0.858576759,78.94216837,-1.7,312.5642315
1.017393052,79.35,-1.7,312.5692795
0.943104069,79.5,-2,312.6366269
1.5,79.5,-1.7,312.5873006
2.297378439,79.5,-1.7,312.5831278
2.056895931,79.5,-2,312.6333604
3,79.5,-2,312.65361
1.982606948,78.15,-1.7,312.558017
2.7,78.15,-1.7,312.5663072
3,78.75,-1.7,312.6185782
3,78.75,-2,312.6553815
2.7,78.75,-1.7,312.5685691
2.210481846,78.74898332,-1.7,312.558759
1.458087574,78.8198027,-1.7,312.5640427
1.982606948,79.35,-1.7,312.569822
2.7,79.35,-1.7,312.5783816
3,79.5,-1.7,312.6120292
1.3,78.15,0,301.4311824
1.7,78.15,0,301.3806161
0,78.75,0,301.4172588
0.3,78.75,0,301.4620534
0.3,79.35,0,301.4525358
0,78.75,0.3,301.3942646
0.3,78.15,0,301.4375213
0.8,78.15,0,301.4501529
0.90918075,78.60728537,0,301.4584458
0,79.5,0,301.4400367
0,79.5,0.3,301.396494
0.920782956,78.89429246,0.3,301.4097796
0.8,79.35,0,301.4629802
1.3,78.75,0,301.4535698
1.367892559,78.62158072,0.3,301.3851449
1.7,78.75,0,301.3975924
1.3,79.35,0,301.4429626
1.7026842,79.1314155,0.120228024,301.3801758
1.7,79.35,0,301.3909098
2.2,79.35,0,301.3814296
2.7,78.15,0,301.3297873
2.2,78.15,0,301.3680385
1.866483809,78.68641081,0.3,301.339493
2.30918075,78.60728537,0,301.3721396
0.759681725,79.5,0.3,301.4126634
0.767332332,79.5,0,301.4587675
1.5,79.5,0,301.4125358
1.5,79.5,0.3,301.3766855
2.232667668,79.5,0,301.3674806
2.240318275,79.5,0.3,301.3294132
2.7,79.35,0,301.3385725
2.7,78.75,0,301.3527837
3,79.5,0,301.2851573
2.444264548,78.5044798,0.3,301.3059232
3,79.5,0.3,301.1912486
3,78.75,0,301.2574217
3,78.75,0.3,301.1852917
0,80.25,-2,312.6669134
0.3,79.65,-1.7,312.5913422
0,80.25,-1.7,312.6392005
0.640040672,79.97575711,-2,312.6428964
0.3,80.25,-1.7,312.5875046
1.017393052,79.65,-1.7,312.5821161
1.466768342,80.16979331,-2,312.6414252
2.353100729,80.24868805,-2,312.6415792
2.297378439,81,-1.7,312.6039951
2.056895931,81,-2,312.6548573
3,81,-2,312.6770348
0.3,80.85,-1.7,312.6017926
0,81,-1.7,312.6342477
0,81,-2,312.6737601
0.702621561,81,-1.7,312.6101625
0.943104069,81,-2,312.6567289
0.858576759,80.44216837,-1.7,312.58409
1.017393052,80.85,-1.7,312.5900309
1.5,81,-1.7,312.6081064
1.982606948,79.65,-1.7,312.5801295
2.7,79.65,-1.7,312.5871411
3,80.25,-1.7,312.6397585
3,80.25,-2,312.6767947
2.7,80.25,-1.7,312.5893609
1.458087574,80.3198027,-1.7,312.5849918
2.210481846,80.24898332,-1.7,312.5794581
1.982606948,80.85,-1.7,312.5906876
2.7,80.85,-1.7,312.5992524
3,81,-1.7,312.6304098
1.7026842,80.6314155,0.120228024,301.4040858
1.7,80.85,0,301.4148365
2.2,80.85,0,301.4054123
1.7,80.25,0,301.4219708
1.3,80.25,0,301.477981
0.8,79.65,0,301.4749988
0.90918075,80.10728537,0,301.4828331
0.3,80.25,0,301.4859973
0.3,79.65,0,301.4623231
1.3,79.65,0,301.456386
1.367892559,80.12158072,0.3,301.4099469
1.7,79.65,0,301.4058899
0.920782956,80.39429246,0.3,301.434067
0.8,80.85,0,301.4866123
1.3,80.85,0,301.4667559
0.3,80.85,0,301.4751853
0,80.25,0.3,301.4166251
0,80.25,0,301.4446444
2.2,79.65,0,301.3932502
1.5,81,0,301.4359734
0.767332332,81,0,301.4826816
1.5,81,0.3,301.3999568
2.232667668,81,0,301.3919695
1.866483809,80.18641081,0.3,301.3633936
2.30918075,80.10728537,0,301.3968712
2.7,79.65,0,301.3557786
2.444264548,80.0044798,0.3,301.3309644
2.7,80.25,0,301.377511
2.240318275,81,0.3,301.3533899
2.7,80.85,0,301.3612861
3,81,0,301.3032492
0.759681725,81,0.3,301.4361132
0,81,0,301.4609574
0,81,0.3,301.4234749
3,81,0.3,301.2039213
3,80.25,0,301.2840163
3,80.25,0.3,301.21112
0.640040672,81.47575711,-2,312.6648404
2.353100729,81.74868805,-2,312.662893
1.017393052,81.15,-1.7,312.6038247
1.466768342,81.66979331,-2,312.6622172
0.3,81.15,-1.7,312.6117706
0,81.75,-2,312.6897728
0,81.75,-1.7,312.6561158
0.3,81.75,-1.7,312.6098363
0.3,82.35,-1.7,312.6225466
0,82.5,-1.7,312.6554261
0,82.5,-2,312.6951004
0.702621561,82.5,-1.7,312.63089
0.943104069,82.5,-2,312.6771063
0.858576759,81.94216837,-1.7,312.6054691
2.297378439,82.5,-1.7,312.6238453
2.056895931,82.5,-2,312.6757614
3,82.5,-2,312.6913627
1.017393052,82.35,-1.7,312.6106595
1.5,82.5,-1.7,312.6289798
1.458087574,81.8198027,-1.7,312.6056134
1.982606948,82.35,-1.7,312.6122862
2.7,82.35,-1.7,312.6179025
3,82.5,-1.7,312.6566438
3,81.75,-1.7,312.6599773
2.7,81.75,-1.7,312.6103538
3,81.75,-2,312.6975449
2.7,81.15,-1.7,312.6084703
1.982606948,81.15,-1.7,312.5997697
2.210481846,81.74898332,-1.7,312.6011366
0.325223784,81.28333333,0.1,301.4711516
0.3,81.15,0,301.4839093
0.3,81.75,0,301.5071384
0.8,81.15,0,301.49614
0.90918075,81.60728537,0,301.5048162
0,81.75,0,301.4656215
1.7026842,82.1314155,0.120228024,301.4291731
1.7,82.35,0,301.4402427
1.3,81.75,0,301.5006524
1.3,82.35,0,301.4898175
2.2,82.35,0,301.4319341
1.7,81.75,0,301.447198
1.3,81.15,0,301.4787771
1.7,81.15,0,301.4302188
2.7,81.15,0,301.3789364
2.2,81.15,0,301.4175936
1.367892559,81.62158072,0.3,301.4328823
1.866483809,81.68641081,0.3,301.3893131
2.30918075,81.60728537,0,301.4226189
2.444264548,81.5044798,0.3,301.3545696
2.7,81.75,0,301.4042122
1.5,82.5,0,301.4605524
0.767332332,82.5,0,301.505817
1.5,82.5,0.3,301.4236437
2.232667668,82.5,0,301.4184404
0.8,82.35,0,301.5091591
0.3,82.35,0,301.4979023
0.920782956,81.89429246,0.3,301.4557372
0,81.75,0.3,301.4318315
0.759681725,82.5,0.3,301.4595872
0,82.5,0,301.4873476
0,82.5,0.3,301.4474194
2.240318275,82.5,0.3,301.3797126
2.7,82.35,0,301.3902771
3,81.75,0,301.3160996
3,81.75,0.3,301.248107
3,82.5,0,301.3378546
3,82.5,0.3,301.2453406
0.640040672,82.97575711,-2,312.6844929
2.353100729,83.24868805,-2,312.6828614
2.297378439,84,-1.7,312.6446643
2.056895931,84,-2,312.6958862
3,84,-2,312.7146645
1.017393052,82.65,-1.7,312.6241776
1.466768342,83.16979331,-2,312.6822814
0.3,82.65,-1.7,312.6333287
0,83.25,-2,312.7096898
0,83.25,-1.7,312.6759243
0.3,83.25,-1.7,312.6287084
0.3,83.85,-1.7,312.6430876
0,84,-1.7,312.6756014
0,84,-2,312.7154792
0.702621561,84,-1.7,312.6504381
0.943104069,84,-2,312.6967254
0.858576759,83.44216837,-1.7,312.6250042
1.982606948,82.65,-1.7,312.6199775
2.7,82.65,-1.7,312.627906
3,83.25,-1.7,312.6802558
3,83.25,-2,312.7165379
2.7,83.25,-1.7,312.6303368
1.017393052,83.85,-1.7,312.630302
1.5,84,-1.7,312.6485253
2.210481846,83.24898332,-1.7,312.6207029
1.458087574,83.3198027,-1.7,312.6256976
2.7,83.85,-1.7,312.6399283
3,84,-1.7,312.6732473
1.982606948,83.85,-1.7,312.63172
1.3,82.65,0,301.5044077
1.7,82.65,0,301.4557128
0.8,82.65,0,301.5229796
0.3,82.65,0,301.5102353
0.3,83.25,0,301.5347476
0.90918075,83.10728537,0,301.531246
2.2,82.65,0,301.4439713
2.7,82.65,0,301.4070567
2.444264548,83.0044798,0.3,301.3802555
2.30918075,83.10728537,0,301.4480608
2.7,83.25,0,301.429354
2.2,83.85,0,301.4579701
2.232667668,84,0,301.444836
2.7,83.85,0,301.417009
2.240318275,84,0.3,301.4053139
3,84,0,301.3653316
1.7,83.85,0,301.4683528
1.5,84,0,301.4871228
1.5,84,0.3,301.4494971
1.3,83.85,0,301.5159946
0.767332332,84,0,301.5325501
1.367892559,83.12158072,0.3,301.4590796
1.7,83.25,0,301.4727315
1.3,83.25,0,301.526482
1.866483809,83.18641081,0.3,301.4162443
0.8,83.85,0,301.5358409
0.759681725,84,0.3,301.4863723
0.3,83.85,0,301.5251741
0,84,0,301.5136692
0.920782956,83.39429246,0.3,301.4820838
0,83.25,0.3,301.4660126
0,83.25,0,301.4939017
0,84,0.3,301.4731953
3,83.25,0,301.3240259
3,83.25,0.3,301.2674348
3,84,0.3,301.2631016
0.640040672,84.47575711,-2,312.704067
2.353100729,84.74868805,-2,312.7022462
1.017393052,84.15,-1.7,312.6434421
1.466768342,84.66979331,-2,312.7022516
0.3,84.75,-1.7,312.6480778
0.3,84.15,-1.7,312.6523253
0,84.75,-2,312.7302626
0,84.75,-1.7,312.6914432
0.702621561,85.5,-1.7,312.6695504
0.3,85.35,-1.7,312.6624123
0,85.5,-2,312.7307788
0.943104069,85.5,-2,312.7165284
0,85.5,-1.7,312.697509
0.858576759,84.94216837,-1.7,312.644758
1.017393052,85.35,-1.7,312.6503247
1.5,85.5,-1.7,312.6684112
2.297378439,85.5,-1.7,312.6638399
2.056895931,85.5,-2,312.7154746
3,85.5,-2,312.7337475
